table_name,table_description,column_name,description,unit,source
pareto_annual.csv,"Annual Pareto-tail boundaries and estimates from log-log least squares and direct maximum likelihood, with Fisher, likelihood-width, and bootstrap uncertainties.",pareto_income_share_pct,Percentage of total income received by observations at or above the transition threshold.,%,Stage 03 analytical pipeline
gompertz_pareto_curves.csv,"Binned empirical CCDF coordinates and fitted Gompertz/Pareto curves used for regime selection, estimation, diagnostics, and publication figures.",year,PNAD or PNAD Contínua survey/reference year.,year,Stage 03 analytical pipeline
gompertz_pareto_curves.csv,"Binned empirical CCDF coordinates and fitted Gompertz/Pareto curves used for regime selection, estimation, diagnostics, and publication figures.",income_normalized,Income divided by the annual mean of strictly positive income observations.,normalized income,Stage 03 analytical pipeline
gompertz_pareto_curves.csv,"Binned empirical CCDF coordinates and fitted Gompertz/Pareto curves used for regime selection, estimation, diagnostics, and publication figures.",bin_right_normalized,Upper boundary of the corresponding geometric bin expressed in normalized-income units.,normalized income,Stage 03 analytical pipeline
gompertz_pareto_curves.csv,"Binned empirical CCDF coordinates and fitted Gompertz/Pareto curves used for regime selection, estimation, diagnostics, and publication figures.",observations_in_bin,Number of observations represented by the binned CCDF point.,count,Stage 03 analytical pipeline
gompertz_pareto_curves.csv,"Binned empirical CCDF coordinates and fitted Gompertz/Pareto curves used for regime selection, estimation, diagnostics, and publication figures.",empirical_ccdf_probability,"Empirical complementary cumulative distribution as a probability in [0,1].",fraction,Stage 03 analytical pipeline
gompertz_pareto_curves.csv,"Binned empirical CCDF coordinates and fitted Gompertz/Pareto curves used for regime selection, estimation, diagnostics, and publication figures.",empirical_ccdf_percent,Empirical complementary cumulative distribution expressed in percent.,%,Stage 03 analytical pipeline
gompertz_pareto_curves.csv,"Binned empirical CCDF coordinates and fitted Gompertz/Pareto curves used for regime selection, estimation, diagnostics, and publication figures.",gompertz_transform,Double-log Gompertz transform ln[ln F(x)] using F on the percent scale.,dimensionless,Stage 03 analytical pipeline
gompertz_pareto_curves.csv,"Binned empirical CCDF coordinates and fitted Gompertz/Pareto curves used for regime selection, estimation, diagnostics, and publication figures.",regime,"Regime label identifying whether the binned point belongs to the Gompertz body, transition, or Pareto tail.",text,Stage 03 analytical pipeline
gompertz_pareto_curves.csv,"Binned empirical CCDF coordinates and fitted Gompertz/Pareto curves used for regime selection, estimation, diagnostics, and publication figures.",gompertz_x_gmax,Upper normalized-income boundary of the selected Gompertz regime.,normalized income,Stage 03 analytical pipeline
gompertz_pareto_curves.csv,"Binned empirical CCDF coordinates and fitted Gompertz/Pareto curves used for regime selection, estimation, diagnostics, and publication figures.",pareto_x_pmin,Lower normalized-income boundary selected for the Pareto tail.,normalized income,Stage 03 analytical pipeline
gompertz_pareto_curves.csv,"Binned empirical CCDF coordinates and fitted Gompertz/Pareto curves used for regime selection, estimation, diagnostics, and publication figures.",cutoff_normalized,Normalized-income cutoff associated with the selected transition/tail analysis.,normalized income,Stage 03 analytical pipeline
gompertz_pareto_curves.csv,"Binned empirical CCDF coordinates and fitted Gompertz/Pareto curves used for regime selection, estimation, diagnostics, and publication figures.",cutoff_income_adj,Monetary value of the cutoff converted to constant 2025 US$.,2025 US$,Stage 03 analytical pipeline
gompertz_pareto_curves.csv,"Binned empirical CCDF coordinates and fitted Gompertz/Pareto curves used for regime selection, estimation, diagnostics, and publication figures.",income_adj_2025_usd,Income coordinate of the binned point converted to constant 2025 US$.,2025 US$,Stage 03 analytical pipeline
gompertz_pareto_curves.csv,"Binned empirical CCDF coordinates and fitted Gompertz/Pareto curves used for regime selection, estimation, diagnostics, and publication figures.",gompertz_fitted_transform,Fitted fixed-A Gompertz relation A-Bx in double-log transformed coordinates.,dimensionless,Stage 03 analytical pipeline
gompertz_pareto_curves.csv,"Binned empirical CCDF coordinates and fitted Gompertz/Pareto curves used for regime selection, estimation, diagnostics, and publication figures.",pareto_fitted_ccdf_percent_ls,"Pareto CCDF fitted by log-log least squares, expressed in percent.",%,Stage 03 analytical pipeline
gompertz_pareto_curves.csv,"Binned empirical CCDF coordinates and fitted Gompertz/Pareto curves used for regime selection, estimation, diagnostics, and publication figures.",pareto_fitted_ccdf_percent_mle,"Pareto CCDF fitted with the direct-MLE exponent and continuity amplitude, expressed in percent.",%,Stage 03 analytical pipeline
gompertz_pareto_curves.csv,"Binned empirical CCDF coordinates and fitted Gompertz/Pareto curves used for regime selection, estimation, diagnostics, and publication figures.",pareto_fitted_ccdf_percent,"Canonical Pareto fitted CCDF retained for compatibility, expressed in percent.",%,Stage 03 analytical pipeline
lorenz.csv,Annual Lorenz-curve coordinates giving cumulative population and income shares.,year,PNAD or PNAD Contínua survey/reference year.,year,Stage 03 analytical pipeline
lorenz.csv,Annual Lorenz-curve coordinates giving cumulative population and income shares.,population_share,Cumulative share of observations along the Lorenz curve.,fraction,Stage 03 analytical pipeline
lorenz.csv,Annual Lorenz-curve coordinates giving cumulative population and income shares.,income_share,Cumulative share of total income along the Lorenz curve.,fraction,Stage 03 analytical pipeline
metadata.csv,Data dictionary describing every canonical Stage-03 analytical table and column.,table_name,Canonical Stage-03 table containing the documented field.,text,Stage 03 metadata schema
metadata.csv,Data dictionary describing every canonical Stage-03 analytical table and column.,table_description,Scientific description of the table as a whole.,text,Stage 03 metadata schema
metadata.csv,Data dictionary describing every canonical Stage-03 analytical table and column.,column_name,Column documented by this metadata row.,text,Stage 03 metadata schema
metadata.csv,Data dictionary describing every canonical Stage-03 analytical table and column.,description,Scientific definition of the column.,text,Stage 03 metadata schema
metadata.csv,Data dictionary describing every canonical Stage-03 analytical table and column.,unit,"Measurement unit, scale, or data type.",text,Stage 03 metadata schema
metadata.csv,Data dictionary describing every canonical Stage-03 analytical table and column.,source,Primary data source or computational derivation of the field.,text,Stage 03 metadata schema
